"Country","continent","region","ISO3","wbcode","Climate_NominalScore","Climate_AdjustedScore","Hunger_Score","Corruption_Score","Fragile_State","LIFDC","Average_Conflict","GDP","HDI_2014","Corruption_Zscore","Climate_Zscore","Conflict_Zscore","Hunger_Zscore","Climate_Nominal_Zscore","Summary_ZScore","Summary_ZScore_2","Summary_ZScore_3","Summary_ZScore_4","Summary_ZScore_5"
"Luxembourg","Europe","Western Europe","LUX","LUX",72.6503512369,-1.20829068193,NA,81,0,0,NA,56.58,0.892,1.91159338654784,-0.190027673072841,NA,NA,1.50744320780544,NA,NA,NA,NA,1.70951829717664
"Macao","Asia","Eastern Asia","MAC","MAC",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, the former Yugoslav Republic of","Europe","Southern Europe","MKD","MKD",59.8170873102,4.82387793338,5.9,42,0,0,2.91803317625,28.89,NA,-0.0284251804691128,0.219205486110276,-0.495482896073219,-1.00246746359254,0.556652180023568,-0.101567530144018,0.0109147011604123,-0.261954038271166,0.0305846419751748,0.264113499777228
"Madagascar","Africa","Eastern Africa","MDG","MDG",35.074770813,0.996303197038,36.3,28,1,1,2.12227968425,35.56,0.51,-0.724842101962378,-0.0404640624807863,-0.854426006828617,1.5878531136003,-1.27645689234056,-0.53991072375726,-0.95190833371052,-0.789634054395497,-1.06544144958459,-1.00064949715147
"Malawi","Africa","Eastern Africa","MWI","MWI",37.8529552712,9.10353097474,27.3,31,0,1,2.63111155775,20.56,0.445,-0.575609904499536,0.509544839336957,-0.62490556191477,0.820981890089263,-1.07062672540354,-0.230323542359116,-0.757047397272614,-0.600257733207153,-0.847766143659153,-0.823118314951536
"Malaysia","Asia","South-Eastern Asia","MYS","MYS",63.0943169363,1.79526069149,10.3,50,0,0,3.292072798,813.52,0.779,0.369527346098467,0.0137386497374657,-0.326763629709362,-0.627552643209366,0.799455611969978,0.0188341220421905,0.280739776119695,0.0213818581945529,0.236345991130308,0.584491479034223
"Maldives","Asia","Southern Asia","MDV","MDV",49.9373426461,-6.20739255869,NA,NA,0,0,NA,4.73,0.706,NA,-0.529175728203857,NA,NA,-0.175318473510524,NA,NA,NA,NA,NA
"Mali","Africa","Western Africa","MLI","MLI",37.1717433071,2.07065762452,29.6,35,1,1,6.30785580275,29.15,0.419,-0.376633641215745,0.0324220725859526,1.03357539986567,1.0169600916532,-1.12109636642264,0.229787943745294,-0.154718202590904,0.328470879324964,-0.0437604832784826,-0.748865003819192
"Malta","Europe","Southern Europe","MLT","MLT",61.7884393663,-1.33457112653,NA,56,0,0,NA,14.75,0.839,0.667991741024153,-0.198594765371213,NA,NA,0.702705737267068,NA,NA,NA,NA,0.68534873914561
"Marshall Islands","Oceania","Micronesia","MHL","MHL",NA,NA,NA,NA,1,0,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martinique","Americas","Caribbean","MTQ","MTQ",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","Africa","Western Africa","MRT","MRT",33.3567473149,-10.2731008639,22.6,31,0,1,5.33844811525,16.43,0.506,-0.575609904499536,-0.805000686053219,0.596301527442068,0.420504695589054,-1.40374184002355,-0.261436354370229,-0.461016739027005,0.0103458114712663,-0.403720156290739,-0.989675872261541
"Mauritius","Africa","Eastern Africa","MUS","MUS",59.9492107647,1.45885687455,12.9,53,0,0,2.06611013775,24.51,0.777,0.51875954356131,-0.0090835897500391,-0.879762586501999,-0.406012067528399,0.56644094427058,-0.123362210896909,0.0684793004432971,-0.180501521470344,-0.156660821115709,0.542600243915945
"Mayotte","Africa","Eastern Africa","MYT","MYT",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecklenburg Schwerin",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico","Americas","Central America","MEX","MEX",56.1452777765,-1.5351287579,7.3,35,0,0,5.2072242175,2220.13,0.756,-0.376633641215745,-0.21220095550249,0.537109937914199,-0.883176384379712,0.284615106656558,-0.0172415529346789,0.148363801118337,0.0802381483492265,0.410862522285378,-0.0460092672795937
"Micronesia, Federated States of","Oceania","Micronesia","FSM","FSM",NA,NA,NA,NA,1,0,NA,0.31,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modena",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova, Republic of","Europe","Eastern Europe","MDA","MDA",53.9877386886,8.05048090219,9.1,33,0,0,4.8594666925,17.78,0.693,-0.476121772857641,0.438104029994544,0.380245822246456,-0.729802139677504,0.124767322134955,0.11407602646112,0.00963045717459001,-0.0479379753055924,0.252506572190705,-0.175677225361343
"Monaco","Europe","Western Europe","MCO","MCO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia","Asia","Eastern Asia","MNG","MNG",55.6466071751,1.37116823207,14.7,39,0,1,3.5822242175,36.43,0.727,-0.177657377931955,-0.0150325448398373,-0.195884087046388,-0.252637822826191,0.24766959253499,-0.129524669939393,-0.0419572908144511,-0.186770732489172,0.025892752744301,0.0350061073015172
"Montenegro","Europe","Southern Europe","MNE","MNE",59.8812475552,3.40313214319,2.5,44,0,0,2.658164888,9.83,0.802,0.0710629511727823,0.122819538502661,-0.612702528420287,-1.29217437025227,0.56140568510495,-0.139606679581614,0.00658870261914864,-0.270819788623752,-0.0256484216576682,0.316234318138866
"Montserrat","Americas","Caribbean","MSR","MSR",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","Africa","Northern Africa","MAR","MAR",50.5745559156,1.00500281442,9.5,36,0,0,4.011214762,274.53,0.628,-0.326889575394798,-0.0398738648036384,-0.00237792957987189,-0.695718974188125,-0.128108608359723,-0.123047123259436,-0.152458704444798,-0.164633752487335,-0.0652432689697973,-0.22749909187726
"Mozambique","Africa","Eastern Africa","MOZ","MOZ",38.148403059,6.29992598967,32.5,31,0,1,2.69111013775,33.73,0.416,-0.575609904499536,0.319343238832995,-0.597841807671004,1.2640630414512,-1.04873758578771,-0.284702824445848,-0.740729765986084,-0.58672585608527,-0.823289696729359,-0.812173745143625
"Myanmar","Asia","South-Eastern Asia","MMR","MMR",36.1200740978,92.8760875127,23.5,22,1,0,6.208356459,267.74,0.536,-1.02330649688806,6.19282562128735,0.988693907892598,0.497191817940158,-1.19901244873094,2.05273767743063,-0.411208345908802,-0.0173062944977329,-0.105159270419171,-1.1111594728095
"Namibia","Africa","Southern Africa","NAM","NAM",44.9276788502,-7.39747077974,31.8,53,0,0,2.550320557,24.84,0.628,0.51875954356131,-0.609912773391757,-0.661348220881131,1.20441750184478,-0.546474511175698,-0.250833816903859,-0.229687729498506,-0.0712943386599103,-0.603911366028415,-0.0138574838071942
"Nauru","Oceania","Micronesia","NRU","NRU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepal","Asia","Southern Asia","NPL","NPL",44.9094167085,6.05771202482,22.2,27,0,1,3.6763763635,70.08,0.548,-0.774586167783326,0.302911008178457,-0.1534145729201,0.386421530099674,-0.547827516971856,-0.20836324417499,-0.491942752558427,-0.464000370351713,-0.350621044945978,-0.661206842377591
"Netherlands","Europe","Western Europe","NLD","NLD",73.7111187201,6.28029348562,NA,87,0,0,NA,831.41,0.922,2.21005778147353,0.318011334476962,NA,NA,1.58603336315095,NA,NA,NA,NA,1.89804557231224
"Netherlands Antilles","Americas","Caribbean","ANT","ANT",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia","Oceania","Melanesia","NCL","NCL",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand","Oceania","Australia and New Zealand","NZL","NZL",81.869972945,17.3524232257,NA,88,0,0,1.242466418,165.99,0.913,2.25980184729447,1.06916451360364,-1.25128623282388,NA,2.19050666303187,0.69256004269141,1.06634075916749,0.504257807235296,0.469610215103995,2.22515425516317
"Nicaragua","Americas","Central America","NIC","NIC",46.0207063977,0.207440700038,13.6,27,0,1,2.5942933005,31.18,0.631,-0.774586167783326,-0.0939819119303248,-0.641513292729362,-0.346366527921985,-0.465494271759033,-0.503360457481004,-0.62719791075724,-0.708049730256344,-0.553503782244197,-0.620040219771179
"Niger","Africa","Western Africa","NER","NER",34.9930842595,4.98282187397,34.5,34,0,1,4.8594666925,18.96,0.348,-0.426377707036693,0.229988528675693,0.380245822246456,1.43447886889809,-1.28250888679824,0.0612855479618186,-0.442880257196158,-0.0230659423951186,-0.45113153227589,-0.854443296917464
"Nigeria","Africa","Western Africa","NGA","NGA",38.4319046977,-9.13496991843,32.8,26,0,1,6.3720919415,1105.34,0.514,-0.824330233604273,-0.727787837394342,1.06255060349047,1.28962541556823,-1.02773351262464,-0.163189155836049,-0.263171047579483,0.119110184943097,0.0174085454329127,-0.926031873114458
"Niue","Oceania","Polynesia","NIU","NIU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norfolk Island","Oceania","Australia and New Zealand","NFK","NFK",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands","Oceania","Micronesia","MNP","MNP",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway","Europe","Northern Europe","NOR","NOR",81.4526337969,10.7193213944,NA,87,0,0,2.10309613225,352.78,0.944,2.21005778147353,0.619162965119618,-0.863079193901552,NA,2.15958683469965,0.655380517563864,1.16885514075721,0.673489293785987,0.648253820399051,2.18482230808659
"Oman","Asia","Western Asia","OMN","OMN",56.9078306063,-9.05882420837,NA,45,0,0,2.03247506175,171.75,0.793,0.12080701699373,-0.722621975583549,-0.894934469417134,NA,0.341111130811027,-0.498916476002318,-0.144338773870792,-0.387063726211702,-0.276911669303054,0.230959073902378
"Pakistan","Asia","Southern Asia","PAK","PAK",43.5967399424,-2.07186664435,33.9,30,0,0,8.6094666925,930.76,0.538,-0.625353970320483,-0.248614218282929,2.07177049523242,1.38335412066402,-0.64508113060548,0.399267435543004,0.267111798102154,0.72320826245597,0.713344682313472,-0.635217550462981
"Palau","Oceania","Micronesia","PLW","PLW",NA,NA,NA,NA,0,0,NA,0.26,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palestine, State of","Asia","Western Asia","PSE","WBG",NA,NA,NA,NA,1,0,5.2719240075,NA,0.677,NA,NA,0.566294282213401,NA,NA,NA,NA,NA,NA,NA
"Panama","Americas","Central America","PAN","PAN",54.8903948254,-4.71678676956,9.6,39,0,0,2.21084218675,82.18,0.78,-0.177657377931955,-0.428050352723788,-0.814477831340582,-0.68719818281578,0.191643321954151,-0.473395187332108,-0.266830629106129,-0.496067604636268,-0.311417254693215,0.00699297201109796
"Papua New Guinea","Oceania","Melanesia","PNG","PNG",33.3113543892,-6.73352447483,NA,25,0,1,1.75523830625,21.09,0.505,-0.874074299425221,-0.564869462898634,-1.01998855266696,NA,-1.40710491170405,-0.819644104996937,-1.10038925459874,-0.947031426046088,-1.2135467321855,-1.14058960556464
"Paraguay","Americas","South America","PRY","PRY",50.780280817,-0.682554218793,10.5,27,0,0,1.74768984725,60.85,0.679,-0.774586167783326,-0.154360766620449,-1.02339346057136,-0.610511060464676,-0.11286685913991,-0.650780131658379,-0.636948829164866,-0.898989814177343,-0.568130159855636,-0.443726513461618
"Parma",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru","Americas","South America","PER","PER",53.0641657748,-1.24607326072,9.1,36,0,0,3.426786538,385.38,0.734,-0.326889575394798,-0.192590911116464,-0.265997865709304,-0.729802139677504,0.056341639864334,-0.261826117406855,-0.178848600413256,-0.296443720552051,-0.104828112922485,-0.135273967765232
"Philippines","Asia","South-Eastern Asia","PHL","PHL",49.5768963158,0.421881549026,20.1,35,0,0,4.45976907425,742.25,0.668,-0.376633641215745,-0.0794338593665191,0.199952920112162,0.207484911280432,-0.202023226004013,-0.0853715268233676,-0.126234649035866,-0.0883403605517918,-0.00103515294592556,-0.289328433609879
"Pitcairn","Oceania","Polynesia","PCN","PCN",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland","Europe","Eastern Europe","POL","POL",71.0480566611,9.68987950282,NA,62,0,0,NA,1003.46,0.843,0.966456135949838,0.549323777200121,NA,NA,1.38873238605069,NA,NA,NA,NA,1.17759426100026
"Portugal","Europe","Southern Europe","PRT","PRT",66.9781983299,4.81764952239,NA,63,0,0,NA,288.55,0.83,1.01620020177079,0.21878293951573,NA,NA,1.08720466810222,NA,NA,NA,NA,1.0517024349365
"Puerto Rico","Americas","Caribbean","PRI","PRI",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar","Asia","Western Asia","QAT","QAT",58.4715301635,-19.6859018053,NA,71,0,0,0.625,324.17,0.85,1.41415272833837,-1.44358201752235,-1.52980881436715,NA,0.456962524316541,-0.519746034517044,0.113768812762584,-0.0578280430143941,-0.536423145025307,0.935557626327453
"Republic of Vietnam",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,551.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reunion","Africa","Eastern Africa","REU","REU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
